"MP_ID";"MP_UUID";"MP_USER_UID";"MP_INSURANCE_UID";"NAME";"ABSTRACT";"TYPE";"AMOUNT";"REIMBOURSEMENT";"DATE"
"37";"{1fd2d8cd-6700-4f34-9707-f82cdd9abde2}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQB026";"Électromyographie de 3 à 6 muscles striés au repos et à l'effort avec stimulodétection, par électrode aiguille";"CCAM";"86,40";"70.0";"2011-04-19"
"38";"{cbdd4d43-c25c-4f41-8679-649ccd60e490}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQB013";"Électromyographie de 7 muscles striés ou plus au repos et à l'effort, par électrode aiguille";"CCAM";"64,37";"70.0";"2011-04-19"
"39";"{820c9ad4-4df0-47ec-a1ca-da69d05b5b98}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQB032";"Électromyographie de 3 à 6 muscles striés au repos et à l'effort par électrode aiguille, avec mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de 2 à 4 nerfs sans étude de la conduction proximale par électrode de surface, et mesure des vitesses de la conduction sensitive et de l'amplitude du potentiel sensitif de 2 à 4 nerfs";"CCAM";"121,96";"70.0";"2011-04-19"
"40";"{f239ff5e-6830-4db4-969a-2c297988b8aa}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQB033";"Électromyographie de 7 muscles striés ou plus au repos et à l'effort par électrode aiguille, avec mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de 5 nerfs ou plus avec étude de la conduction proximale par électrode de surface, et mesure des vitesses de la conduction sensitive et de l'amplitude du potentiel sensitif de 5 nerfs ou plus";"CCAM";"134,49";"70.0";"2011-04-19"
"41";"{91fb6a7c-b229-4928-9246-f75fb9347769}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQB015";"Électromyographie de fibre unique, par électrode aiguille";"CCAM";"102,95";"70.0";"2011-04-19"
"42";"{04957c02-e607-4e37-bdd0-d56d5cc2e98d}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQB006";"Macroélectromyographie, par électrode aiguille";"CCAM";"102,95";"70.0";"2011-04-19"
"43";"{830d8e82-f990-44d2-b9ff-d2738ccdfb90}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQB001";"Électromyographie, au lit du malade";"CCAM";"61,86";"70.0";"2011-04-19"
"44";"{c43b95ca-10a7-408f-a62a-db3c4d2b54d3}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQP003";"Mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de 2 à 4 nerfs, sans étude de la conduction proximale";"CCAM";"46,58";"70.0";"2011-04-19"
"45";"{648c4963-87ca-48b7-a171-aea500cc9645}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQP008";"Mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de 2 à 4 nerfs, avec étude de la conduction proximale sur au moins 2 nerfs";"CCAM";"52,60";"70.0";"2011-04-19"
"46";"{ce630714-d694-407f-80a1-8284e0e9e68f}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQP010";"Mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de 5 nerfs ou plus, sans étude de la conduction proximale";"CCAM";"53,60";"70.0";"2011-04-19"
"47";"{a1cbe15d-be3c-4ea5-9829-b59188db383a}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQP009";"Mesure des vitesses de conduction motrice et de l'amplitude des réponses musculaires de 5 nerfs ou plus, avec étude de la conduction proximale sur au moins 4 nerfs";"CCAM";"59,11";"70.0";"2011-04-19"
"48";"{1c7d95fc-1814-45d3-b83e-1d4f6a2644d4}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQP011";"Mesure des vitesses de la conduction sensitive et de l'amplitude du potentiel sensitif de 2 à 4 nerfs";"CCAM";"49,59";"70.0";"2011-04-19"
"49";"{020b986b-000b-4c60-aba9-5df0598d859d}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQP012";"Mesure des vitesses de la conduction sensitive et de l'amplitude du potentiel sensitif de 5 nerfs ou plus";"CCAM";"56,11";"70.0";"2011-04-19"
"50";"{03c80860-bb2c-4474-b900-e74201ff50ad}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQP013";"Mesure des vitesses de conduction sensitive du nerf dorsal du pénis";"CCAM";"39,07";"70.0";"2011-04-19"
"51";"{a8a5b44b-b61c-43db-a775-f9956a90831a}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQB019";"Mesure des latences des réflexes sacraux";"CCAM";"54,10";"70.0";"2011-04-19"
"52";"{b59a23dc-9fa0-4c23-b3f4-5622799bd5a3}";"{00000000-0000-0000-0000-000000000000}";"2";"AHRP001";"Épreuve de stimulation répétitive d'au moins 2 nerfs pour recherche de bloc de la jonction neuromusculaire";"CCAM";"67,13";"70.0";"2011-04-19"
"53";"{94ff7e7b-4314-42c1-9810-b5726e8ddcd7}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQP900";"Mesure du réflexe nociceptif R III";"CCAM";"0.00";"70.0";"2011-04-19"
"54";"{3f36a5ce-aaf5-48b1-901a-9f4b671dbdbc}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQP016";"Mesure des réflexes H et/ou T";"CCAM";"0,00";"70.0";"2011-04-19"
"55";"{a2492c37-0758-42fc-8dfd-1713db226d78}";"{00000000-0000-0000-0000-000000000000}";"2";"AAQP007";"Électroencéphalographie sur au moins 8 dérivations, avec enregistrement d'une durée minimale de 20 minutes";"CCAM";"57,60";"70.0";"2011-04-19"
"56";"{09fb5753-c071-4203-bf73-0cb920a8a578}";"{00000000-0000-0000-0000-000000000000}";"2";"AAQP011";"Électroencéphalographie sur au moins 8 dérivations avec enregistrement d'une durée minimale de 20 minutes, au lit du malade";"CCAM";"73,30";"70.0";"2011-04-19"
"57";"{87de0e7c-690d-4a4a-91c6-349fe6f0f41a}";"{00000000-0000-0000-0000-000000000000}";"2";"AAQP006";"Électroencéphalographie de longue durée de 1 à 4 heures sur au moins 8 dérivations, avec enregistrement vidéo";"CCAM";"105,37";"70.0";"2011-04-19"
"58";"{5b30f947-c518-4bd1-ac03-0781b9649054}";"{00000000-0000-0000-0000-000000000000}";"2";"AAQP010";"Électroencéphalographie de longue durée de plus de 4 heures sur au moins 8 dérivations, avec enregistrement vidéo";"CCAM";"159,49";"70.0";"2011-04-19"
"59";"{59046607-cc18-4a7d-b2e5-88db83a1665a}";"{00000000-0000-0000-0000-000000000000}";"2";"AAQP009";"Électroencéphalographie avec quantification, sur au moins 32 dérivations";"CCAM";"78,31";"70.0";"2011-04-19"
"60";"{d42b5048-a3b0-45e6-84d3-c15508763149}";"{00000000-0000-0000-0000-000000000000}";"2";"AAQP900";"Électroencéphalographie avec modélisation de sources, sur au moins 32 dérivations";"CCAM";"0.00";"70.0";"2011-04-19"
"61";"{852d7355-9a1e-416a-bee5-5c2869d877cd}";"{00000000-0000-0000-0000-000000000000}";"2";"AALA002";"Implantation d’électrode subdurale pour enregistrement électrocorticographique, par craniotomie";"CCAM";"272,83";"70.0";"2011-04-19"
"62";"{724924b3-34bd-4c20-b5e3-aa85a1f86fcb}";"{00000000-0000-0000-0000-000000000000}";"2";"AALB002";"Implantation d’électrode intracérébrale pour enregistrement électroencéphalographique, par voie stéréotaxique";"CCAM";"627,00";"70.0";"2011-04-19"
"63";"{57857ea3-2e84-48e8-bf44-e4010b37f106}";"{00000000-0000-0000-0000-000000000000}";"2";"AAQP013";"Surveillance électrocorticographique continue avec enregistrement vidéo, par 24 heures";"CCAM";"256,90";"70.0";"2011-04-19"
"64";"{8eb436a4-6285-465f-ac3a-fbfad91af64b}";"{00000000-0000-0000-0000-000000000000}";"2";"AAQP003";"Surveillance électroencéphalographique continue sans enregistrement vidéo, par 24 heures";"CCAM";"70,80";"70.0";"2011-04-19"
"65";"{f763c7ee-ee6f-46c0-8593-9d809e60ce95}";"{00000000-0000-0000-0000-000000000000}";"2";"AAQP012";"Surveillance électroencéphalographique continue avec enregistrement vidéo, par 24 heures";"CCAM";"256,90";"70.0";"2011-04-19"
"66";"{5ed149f8-110c-4848-94d4-16bcc6f8b037}";"{00000000-0000-0000-0000-000000000000}";"2";"AMQP009";"Évaluation diurne de la vigilance ou de l'endormissement par épreuves itératives";"CCAM";"106,44";"70.0";"2011-04-19"
"67";"{e82a96f4-40c4-4cb2-9c47-a25819fead04}";"{00000000-0000-0000-0000-000000000000}";"2";"AMQP010";"Polysomnographie de 4 à 8 heures, sans enregistrement vidéo";"CCAM";"136,32";"70.0";"2011-04-19"
"68";"{f400264e-2218-41c1-9cc3-3c6b3bb860f7}";"{00000000-0000-0000-0000-000000000000}";"2";"AMQP011";"Polysomnographie de 4 à 8 heures, avec enregistrement vidéo";"CCAM";"136,32";"70.0";"2011-04-19"
"69";"{89172b30-8a27-48bc-90ea-66da2fae615a}";"{00000000-0000-0000-0000-000000000000}";"2";"AMQP012";"Polysomnographie de 8 à 12 heures, sans enregistrement vidéo";"CCAM";"181,53";"70.0";"2011-04-19"
"70";"{bb8b8b01-7d2d-4ea4-b003-b746cf80f86f}";"{00000000-0000-0000-0000-000000000000}";"2";"AMQP013";"Polysomnographie de 8 à 12 heures, avec enregistrement vidéo";"CCAM";"181,53";"70.0";"2011-04-19"
"71";"{9571cfe1-2cff-4473-b003-3bf25615ee99}";"{00000000-0000-0000-0000-000000000000}";"2";"AMQP014";"Polysomnographie de 12 à 24 heures, sans enregistrement vidéo";"CCAM";"200,07";"70.0";"2011-04-19"
"72";"{fea93b2e-0391-46cf-be93-eaa8d6771e82}";"{00000000-0000-0000-0000-000000000000}";"2";"AMQP015";"Polysomnographie de 12 à 24 heures, avec enregistrement vidéo";"CCAM";"200,07";"70.0";"2011-04-19"
"73";"{24adc003-8d70-45dc-870d-6928c2d9ea41}";"{00000000-0000-0000-0000-000000000000}";"2";"AJQP001";"Mesure des réponses cutanées sympathiques par électrode de surface";"CCAM";"0,00";"70.0";"2011-04-19"
"74";"{e2ca01b3-9448-4dd0-b27d-170866b4ab8a}";"{00000000-0000-0000-0000-000000000000}";"2";"ABLB001";"Pose d'un cathéter ventriculaire cérébral par voie transcrânienne, avec mesure instantanée de la pression intracrânienne et tests dynamiques";"CCAM";"99,26";"70.0";"2011-04-19"
"75";"{a9f94a52-115f-4e92-a39a-36a16aa342cd}";"{00000000-0000-0000-0000-000000000000}";"2";"ABLB002";"Pose d'un capteur ventriculaire de pression intracrânienne, par voie transcrânienne";"CCAM";"102,97";"70.0";"2011-04-19"
"76";"{e919992d-1c18-43bc-bac7-98f6526b7ce2}";"{00000000-0000-0000-0000-000000000000}";"2";"ABLB003";"Pose d'un capteur extraventriculaire de pression intracrânienne, par voie transcrânienne";"CCAM";"91,04";"70.0";"2011-04-19"
"77";"{74bda54d-1871-4c90-9123-f41c010cc3b2}";"{00000000-0000-0000-0000-000000000000}";"2";"AFLB004";"Pose d'un cathéter intrathécal spinal par voie lombale transcutanée, avec mesure instantanée de la pression du liquide cérébrospinal et tests dynamiques";"CCAM";"104,50";"70.0";"2011-04-19"
"78";"{6f0ecff9-7d85-4447-8173-c4a231b75f5e}";"{00000000-0000-0000-0000-000000000000}";"2";"ABGA001";"Ablation d'un capteur de pression intracrânienne";"CCAM";"0,00";"70.0";"2011-04-19"
"79";"{302f2330-080b-49a6-9e2d-0df8fcc23c65}";"{00000000-0000-0000-0000-000000000000}";"2";"ABQP001";"Surveillance continue de la pression intracrânienne, par 24 heures";"CCAM";"0,00";"70.0";"2011-04-19"
"80";"{addb6033-98d4-474b-b782-dbd657b817cf}";"{00000000-0000-0000-0000-000000000000}";"2";"AAQM002";"Échographie transfontanellaire de l'encéphale";"CCAM";"37,80";"70.0";"2011-04-19"
"81";"{63acfdf9-4b51-4b86-9741-b82a92617353}";"{00000000-0000-0000-0000-000000000000}";"2";"AEQM001";"Échographie transcutanée de la moelle épinière";"CCAM";"37,80";"70.0";"2011-04-19"
"82";"{3aec1bb8-540c-4084-86fb-2979d99c8901}";"{00000000-0000-0000-0000-000000000000}";"2";"AEQH002";"Myélographie cervicale";"CCAM";"106,40";"70.0";"2011-04-19"
"83";"{72817f63-3b2a-4416-88dd-46c9b6923d68}";"{00000000-0000-0000-0000-000000000000}";"2";"AEQH001";"Myélographie dorsale et/ou lombale";"CCAM";"106,40";"70.0";"2011-04-19"
"84";"{8768b026-96ef-4fd0-9ddd-068c8d846d3e}";"{00000000-0000-0000-0000-000000000000}";"2";"AFQH002";"Saccoradiculographie";"CCAM";"106,40";"70.0";"2011-04-19"
"85";"{1c11e4ec-423a-411e-808e-05041efb748a}";"{00000000-0000-0000-0000-000000000000}";"2";"AFQH001";"Saccoradiculographie avec scanographie de la colonne vertébrale";"CCAM";"106,40";"70.0";"2011-04-19"
"86";"{60c3fada-3f04-4102-a837-c4ad07959eca}";"{00000000-0000-0000-0000-000000000000}";"2";"ACQK001";"Scanographie du crâne et de son contenu, sans injection de produit de contraste";"CCAM";"25,27";"70.0";"2011-04-19"
"87";"{fb9e7bd2-c0e5-4c69-8acc-5ba73f35d61c}";"{00000000-0000-0000-0000-000000000000}";"2";"ACQH003";"Scanographie du crâne et de son contenu, avec injection intraveineuse de produit de contraste";"CCAM";"25,27";"70.0";"2011-04-19"
"88";"{f04bacf1-2f90-4bee-9501-bf989cedfae6}";"{00000000-0000-0000-0000-000000000000}";"2";"ACQK003";"Scanographie du crâne et de son contenu et/ou du massif facial pour repérage stéréotaxique";"CCAM";"25,27";"70.0";"2011-04-19"
"89";"{08627d10-1d52-4bd7-b425-8c9b4ef1407e}";"{00000000-0000-0000-0000-000000000000}";"2";"ACQH002";"Scanographie du crâne, de son contenu et du thorax, avec injection intraveineuse de produit de contraste";"CCAM";"50,54";"70.0";"2011-04-19"
"90";"{bb389347-5197-444c-9044-2f2361b33350}";"{00000000-0000-0000-0000-000000000000}";"2";"ACQH004";"Scanographie du crâne, de son contenu et du tronc, avec injection intraveineuse de produit de contraste";"CCAM";"50,54";"70.0";"2011-04-19"
"91";"{95d43965-bf65-4127-8b1b-d4643fcd9789}";"{00000000-0000-0000-0000-000000000000}";"2";"AAQN002";"Spectroscopie par résonance magnétique cérébrale protonique localisée";"CCAM";"0.00";"70.0";"2011-04-19"
"92";"{a2fe6e79-87de-4a07-860a-68bf2b0d3d3f}";"{00000000-0000-0000-0000-000000000000}";"2";"AAQN903";"Spectroscopie par résonance magnétique cérébrale du phosphore";"CCAM";"0.00";"70.0";"2011-04-19"
"93";"{d324e94d-00c3-4a30-9c29-9ca3c86c8015}";"{00000000-0000-0000-0000-000000000000}";"2";"ACQL007";"Tomoscintigraphie de perfusion cérébrale sans test d'activation";"CCAM";"274,25";"70.0";"2011-04-19"
"94";"{e4cc06e6-b6ec-48dd-a44d-c7fb901fbe68}";"{00000000-0000-0000-0000-000000000000}";"2";"ACQL005";"Tomoscintigraphie de perfusion cérébrale avec test d'activation et quantification complexe";"CCAM";"327,30";"70.0";"2011-04-19"
"95";"{cbc0d505-50d0-40c7-b3e0-27145d75e374}";"{00000000-0000-0000-0000-000000000000}";"2";"ACQL008";"Tomoscintigraphie de perfusion cérébrale après épreuve pharmacodynamique";"CCAM";"274,25";"70.0";"2011-04-19"
"96";"{99fb18a8-bd03-48af-9815-9682e408a17d}";"{00000000-0000-0000-0000-000000000000}";"2";"ACQL004";"Tomoscintigraphie de perfusion cérébrale en période critique";"CCAM";"274,25";"70.0";"2011-04-19"
"97";"{e6ef408a-0cb3-4ac8-9fbe-c50e358e8c76}";"{00000000-0000-0000-0000-000000000000}";"2";"ACQL001";"Tomoscintigraphie cérébrale à l'aide de marqueur de la neurotransmission et/ou du métabolisme";"CCAM";"268,87";"70.0";"2011-04-19"
"98";"{37d0739f-862a-4d31-8f67-289a3cf1b22a}";"{00000000-0000-0000-0000-000000000000}";"2";"ACQL003";"Tomoscintigraphie cérébrale pour diagnostic et bilan de tumeur cérébrale";"CCAM";"268,87";"70.0";"2011-04-19"
"99";"{e7d27799-9f4f-49df-ab44-df8743504ae5}";"{00000000-0000-0000-0000-000000000000}";"2";"ABQL002";"Cisternographie radio-isotopique";"CCAM";"279,63";"70.0";"2011-04-19"
"100";"{8fbbcf66-f426-4659-b545-cd246efed318}";"{00000000-0000-0000-0000-000000000000}";"2";"ABQL003";"Recherche radio-isotopique d'une brèche ostéoméningée";"CCAM";"138,15";"70.0";"2011-04-19"
"101";"{6e07adaf-614b-4bfe-a6ff-988f3d6eee07}";"{00000000-0000-0000-0000-000000000000}";"2";"ABML001";"Vérification radio-isotopique d'une dérivation du liquide cérébrospinal";"CCAM";"138,15";"70.0";"2011-04-19"
"102";"{4ef7f75b-ea7b-4fd2-b7b4-ce200d50b76c}";"{00000000-0000-0000-0000-000000000000}";"2";"BLQP001";"Enregistrement des potentiels évoqués visuels avec stimulation par flash lumineux";"CCAM";"53,76";"70.0";"2011-04-19"
"103";"{f4a7320a-bd0b-4ac7-9b64-625297804d21}";"{00000000-0000-0000-0000-000000000000}";"2";"BLQP009";"Enregistrement des potentiels évoqués visuels par inversion du stimulus de contraste";"CCAM";"60,16";"70.0";"2011-04-19"
"104";"{fedaaa9a-4a6e-4189-82bb-71a8700f3347}";"{00000000-0000-0000-0000-000000000000}";"2";"CDQP017";"Enregistrement des potentiels évoqués auditifs précoces pour étude des temps de conduction et mesure des amplitudes";"CCAM";"57,60";"70.0";"2011-04-19"
"105";"{d3144ba5-1ab3-4c42-9808-861888311f70}";"{00000000-0000-0000-0000-000000000000}";"2";"CDQP006";"Enregistrement des potentiels évoqués auditifs précoces pour recherche de seuil, étude des temps de conduction et mesure des amplitudes, sans anesthésie générale";"CCAM";"96,00";"70.0";"2011-04-19"
"106";"{04a4b001-fb05-4f3c-8459-2672ab5f2045}";"{00000000-0000-0000-0000-000000000000}";"2";"CDQP014";"Enregistrement des potentiels évoqués auditifs précoces pour recherche de seuil, étude des temps de conduction et mesure des amplitudes, sous anesthésie générale";"CCAM";"96,00";"70.0";"2011-04-19"
"107";"{3cad313f-d42a-4226-aa67-594603255e2f}";"{00000000-0000-0000-0000-000000000000}";"2";"CDQP008";"Enregistrement des potentiels évoqués auditifs de moyennes et de longues latences avec mesure des amplitudes et latences des réponses";"CCAM";"96,00";"70.0";"2011-04-19"
"108";"{21c1ce2c-dd04-48b0-a994-175094595bff}";"{00000000-0000-0000-0000-000000000000}";"2";"ANQP004";"Enregistrement des potentiels évoqués somesthésiques cérébraux par stimulation bilatérale d'un ou de 2 nerfs des membres supérieurs ou inférieurs";"CCAM";"70,80";"70.0";"2011-04-19"
"109";"{409b3554-5913-4a42-9d00-1d5cbef8a795}";"{00000000-0000-0000-0000-000000000000}";"2";"ANQP006";"Enregistrement des potentiels évoqués somesthésiques cérébraux par stimulation bilatérale de 3 nerfs ou plus des membres supérieurs et inférieurs";"CCAM";"100,87";"70.0";"2011-04-19"
"110";"{7368c77a-d6f1-49ea-9e72-bbb0be33938a}";"{00000000-0000-0000-0000-000000000000}";"2";"AHQP004";"Enregistrement des potentiels moteurs par stimulation corticale et/ou spinale";"CCAM";"66,79";"70.0";"2011-04-19"
"111";"{4a429620-06d5-4e64-8060-2cf62d58fd55}";"{00000000-0000-0000-0000-000000000000}";"2";"ALQP001";"Enregistrement des potentiels évoqués cognitifs événementiels";"CCAM";"0.00";"70.0";"2011-04-19"
