// /***************************************************************************
//  *   FreeMedicalForms                                                      *
//  *   (C) 2008-2012 by Eric MAEKER, MD                                      *
//  *   eric.maeker@gmail.com                                                 *
//  *   All rights reserved.                                                  *
//  ***************************************************************************/
// /***************************************************************************
//  *   Owner :  Eric MAEKER, MD <eric.maeker@gmail.com>                      *
//  ***************************************************************************/
// /***************************************************************************
//  * - Autogenerated file for the South African drugs database               *
//  *    This file presents all known drugs and their                         *
//  *    FreeDiams autogenerated UID                                          *
//  *    !!!! The content MUST NOT be changed by hand !!!!                    *
//  ***************************************************************************/
// 
ADCO-ERYTHROMYCIN 125 mg/5 mL;20100104
ADCO-ERYTHROMYCIN CAPSULES;20100105
ADCO-ETHYL CHLORIDE SPRAY;20100106
ADCO-FLUPAIN;20100107
ADCO-IBUPROFEN 400 mg;20100108
ADCO-INDOGEL;20100109
ADCO-INDOMETHACIN 25 mg;20100110
ADCO-KETOTIFEN ALCOHOL AND SUGAR FREE;20100111
ADCO-KIDDIPAYNE Syrup;20100112
ADCO-LINCTOPENT SYRUP;20100113
ADCO-LIQUILAX* SYRUP;20100114
ADCO-LOPERAMIDE 1 mg/5 mL;20100115
ADCO-LOPERAMIDE TABLETS;20100116
ADCO-LOTEN;20100117
ADCO-MEFENAMIC ACID 250 mg CAPSULES;20100118
ADCO-MEFENAMIC ACID 50 mg/5 mL SUSPENSION;20100119
ADCO-METRONIDAZOLE 200 mg Tablets;20100120
ADCO-METRONIDAZOLE 400 mg Tablets;20100121
ADCO-MOCLOBEMIDE 150 mg TABLETS;20100122
ADCO-MOCLOBEMIDE 300 mg TABLETS;20100123
ADCO-NAPROXEN 250 mg;20100124
ADCO-PARACETAMOL SYRUP;20100125
ADCO-PAYNE Tablets;20100126
ADCO-PHENOBARBITONE VITALET® Elixir;20100127
ADCO-PIROXICAM 10 mg CAPSULES;20100128
ADCO-PIROXICAM 20 mg CAPSULES;20100129
ADCO-QUININE DIHYDROCHLORIDE 300 mg/mL;20100130
ADCO-RETIC tablets;20100131
ADCO-SIMVASTATIN 10 mg Tablets;20100132
ADCO-SIMVASTATIN 20 mg Tablets;20100133
ADCO-SIMVASTATIN 40 mg Tablets;20100134
ADCO-SINAL CO;20100135
ADCO-SODASOL;20100136
ADCO-SUFEDRIN SYRUP;20100137
ADCO-SUFEDRIN TABLETS;20100138
ADCO-SULINDAC 200 mg;20100139
ADCO-TUSSEND;20100140
ADCO-WORMEX 100 mg (Tablets);20100141
ADCO-WORMEX 100 mg/5 mL (Suspension);20100142
ADCOMAG TRISIL;20100143
ADIFAX 15 mg (withdrawn);20100144
ADRENALINE HYDROCHLORIDE TOPICAL SOLUTION;20100145
ADSORBED DIPHTHERIA TETANUS and PERTUSSIS VACCINE;20100146
ADSORBED DIPHTHERIA VACCINE;20100147
ADSORBED DIPHTHERIA and TETANUS VACCINE;20100148
ADVANTAN;20100149
ADVANTAN MILK;20100150
ADVANTAN SCALP SOLUTION;20100151
ADVANTAN SOLUTION;20100152
ADVIL® TABLETS;20100153
AFLAMIN 25 (capsule);20100154
AF® POWDER;20100155
AGAROL LACTULOSE;20100156
AGOFELL® Syrup;20100157
AGRIPPAL™ S1;20100158
AKRINOR AMPOULES;20100159
AKRINOR TABLETS;20100160
ALAPREN 10 Tablets;20100161
ALAPREN 2,5 Tablets;20100162
ALAPREN 20 Tablets;20100163
ALAPREN 5 Tablets;20100164
ALBALON-A™ Liquifilm® sterile eye drops;20103010
ALBAY Albumin-saline diluent;20100165
ALBAY Honeybee Venom (Apis mellifera);20100166
ALBAY Honeybee Venom Maintenance Set;20100167
ALBAY Honeybee Venom Treatment Set;20100168
ALBUSOL 20% (Solution for IV Infusion);20100169
ALBUSOL 4% (Solution for IV Infusion);20100170
ALCHEMIST CALAMINE LOTION;20100171
ALCHERA Tablets;20100172
ALEMBIC GLICLAZIDE 80;20102950
ALERTONIC Elixir;20100173
ALEXAN 100 mg;20100174
ALEXAN 40 mg;20100175
ALEXAN 500 mg;20100176
ALKAFIZZ Effervescent Granules;20100177
ALKALITE D SUSPENSION;20100178
ALKERAN* 2 mg Tablets;20100179
ALLECET (tablets);20100180
ALLERGEX 4 mg TABLETS;20100181
ALLERWAY (capsules);20100182
ALLPYRAL PURE MITE  1 000 PNU/mL;20100183
ALLPYRAL PURE MITE  10 000 PNU/mL;20100184
ALLPYRAL PURE MITE  100 PNU/mL;20100185
ALLPYRAL PURE MITE MAINTENANCE SET  10 000 PNU/mL;20100186
ALLPYRAL PURE MITE TREATMENT SET;20100187
ALLPYRAL SPECIAL GRASS  1 000 PNU/mL;20100188
ALLPYRAL SPECIAL GRASS  10 000 PNU/mL;20100189
ALLPYRAL SPECIAL GRASS  100 PNU/mL;20100190
ALLPYRAL SPECIAL GRASS MAINTENANCE SET  10 000 PNU/mL;20100191
ALLPYRAL SPECIAL GRASS TREATMENT SET;20100192
ALMA DROPS;20100193
ALMADIN 10 mg (Tablets);20100194
ALMADIN 5 mg (Tablets);20100195
ALOMIDE ™ ophthalmic solution;20100196
ALPHA TOOTHACHE ESSENCE;20100197
ALPHA VIT C 500 mg Tablets;20100198
ALPHA VIT E CAPSULES 100 iu.;20100199
ALPHA VIT E CAPSULES 1000 iu.;20100200
ALPHA VIT E CAPSULES 400 iu.;20100201
ALPHAGAN® Ophthalmic Solution [Discontinued and is replaced by ALPHAGAN Purite];20100202
ALPHAGAN® Purite® (Eye Drops) Ophthalmic solution;20100203
ALSAN;20102951
ALTACITE SUSPENSION;20100204
ALTACITE TABLETS;20100205
ALTOSEC 40 mg/10 mL;20102952
ALUCOD-C  TABLETS;20100206
ALUKON GEL;20100207
ALUMITE D SUSPENSION;20100208
ALZAM 0,25 mg (tablet);20100209
ALZAM 0,5 mg (tablet);20100210
ALZAM 1,0 mg (tablet);20100211
AMARA DROPS;20100212
AMIKIN injection 100 mg;20100213
AMIKIN injection 1g;20100214
AMIKIN injection 250 mg;20100215
AMIKIN injection 500 mg;20100216
AMILORETIC® H.S. TABLETS;20100217
AMILORETIC® TABLETS;20100218
AMIOTACH (sterile iv injection);20100219
AMLATE 10 (tablets);20100220
AMLATE 5 (tablets);20100221
AMLODAC 10 TABLETS;20100222
AMLODAC 5 TABLETS;20100223
AMOXICAP 250 (CAPSULE);20102953
AMOXICILLIN HEXAL® 500 (film coated tablets);20100224
AMOXIL 250 (capsules);20100225
AMOXIL 250 I (injection);20100226
AMOXIL 500 (capsules);20100227
AMOXIL 500 I (injection);20100228
AMOXIL D (paediatric drops);20100229
AMOXIL S (syrup);20100230
AMOXIL SF (syrup);20100231
AMOXYFIZZ 125 EFFERVESCENT TABLETS;20100232
AMOXYFIZZ 250 EFFERVESCENT TABLETS;20100233
AMPHOJEL® (suspension);20100234
AMPICLOX  500 (capsules);20100235
AMPICLOX  500 I (injection);20100236
AMPICLOX  75 I (neonatal injection);20100237
AMPICLOX  D (neonatal drops);20100238
AMPICLOX  S (syrup);20100239
AMPIMAX 250 (250 mg capsule);20100240
AMPIMAX S (125 mg powder for suspension);20100241
AMPIMAX SF (250 mg powder for suspension);20100242
ANA-GUARD;20100243
ANADIN-3® TABLETS;20100244
ANADIN® TABLETS;20100245
ANBESOL*;20100246
ANDOSEPT (oral rinse);20100247
ANDOSEPT-CO (oral rinse);20100248
ANDROCUR 10 mg TABLETS;20100249
ANDROCUR 100 mg TABLETS;20100250
ANDROCUR 50 mg TABLETS;20100251
ANDROCUR DEPOT;20100252
ANDROXON® capsules;20100253
ANGELIQ;20100254
ANGI-SPRAY : Spray;20100255
ANGISED* Tablets;20100256
ANGITRATE 20 mg (tablets);20100257
ANGITRATE 40 mg (tablets);20100258
ANTABUSE® dispergettes;20100259
ANTHRANOL 0,4 Ointment;20100260
ANTHRANOL 1,0 Ointment;20100261
ANTHRANOL 2,0 Ointment;20100262
ANTIPYN FORTE Tablets;20100263
ANZATAX (CONCENTRATE FOR INJECTION);20100264
AOSEPT Solution;20100265
AP LORATADINE 10 mg TABLETS;20100266
AP LORATADINE SYRUP;20100267
AP METHYLPRED (powder for injection);20100268
APEN 500 (capsules);20100269
APEN S (syrup);20100270
APO-ACYCLOVIR 200 mg tablets;20100271
APO-ACYCLOVIR 800 mg tablets;20100272
APO-ATENOLOL 100 mg tablet;20100273
APO-ATENOLOL 50 mg tablet;20100274
APO-CAPTOPRIL 25 MG (tablets);20100275
APO-CAPTOPRIL 50 MG (tablets);20100276
APO-CIMETIDINE 200 mg tablet;20100277
APO-CIMETIDINE 400 mg tablet;20100278
APO-CIMETIDINE 800 mg tablet;20100279
APO-CLOMIPRAMINE 10;20100280
APO-CLOMIPRAMINE 25;20100281
APO-CLOMIPRAMINE 50;20100282
APO-DICLOFENAC 100 mg Tablets;20100283
APO-DICLOFENAC 25 mg Tablets;20100284
APO-FLUOXETINE 20 mg CAPSULES;20100285
APO-FLURBIPROFEN 100 mg (firm coated tablets);20100286
APO-FLURBIPROFEN 50 mg (film coated tablets);20100287
APO-ISOSORBIDE DINITRATE 10 mg (tablets);20100288
APO-ISOSORBIDE DINITRATE 30 mg (tablets);20100289
APO-MINOCYCLINE 100 mg capsules;20100290
APO-MINOCYCLINE 50 mg capsules;20100291
APO-NIFEDIPINE 10 mg;20100292
APO-NIFEDIPINE 5 mg;20100293
APO-RANITIDINE 150 mg (tablets);20100294
APO-RANITIDINE 300 mg (tablets);20100295
AQUARID 40 mg CAPSULES;20100296
ARCANAFENAC® 25 mg Tablets;20100297
ARCANAFENAC® 50 mg Tablets;20100298
ARCANAFENAC® Injection;20100299
AREM®-5 TABLETS;20100300
ARGENT-EZE® CREAM;20100301
ARILVAX YELLOW FEVER VACCINE;20100302
ARNICA 10% OINTMENT;20100303
ARNICA D6 TABLETS;20100304
ARNICA MASSAGE OIL;20100305
ARNICA/ECHINACEA DROPS;20100306
AROLA ROSE BALM;20100307
AROPAX 20 (tablet);20100308
AROPAX 30 (tablet);20100309
ARTHREXIN® SUPPOSITORIES;20100310
ARTHREXIN®-25 and ARTHREXIN®-50 CAPSULES;20100311
ARTHRODONT;20100312
ASCABIOL EMULSION;20100313
ASERBINE (cream);20100314
ASERBINE S (solution);20100315
ASHTON AND PARSONS INFANTS POWDERS;20100316
ASIC TABLETS;20100317
ASPELONE (Liquid);20100318
ASPEN ABACAVIR 20 mg/mL (oral solution);20100319
ASPEN BROMOCRIPTINE;20100320
ASPEN CARVEDILOL 12,5 mg (Tablets);20100321
ASPEN CARVEDILOL 25 mg (Tablets);20100322
ASPEN CARVEDILOL 6,25 mg (Tablets);20100323
ASPEN CETIRIZINE 1 mg/mL;20100324
ASPEN DIAZEPAM INJECTION 10 mg/2 mL;20100325
ASPEN DICLOFENAC SODIUM INJECTION 75 mg/3 mL;20100326
ASPEN DIDANOSINE 100 mg Tablet;20100327
ASPEN DIDANOSINE 150 mg Tablet;20100328
ASPEN DIDANOSINE 25 mg Tablet;20100329
ASPEN DIDANOSINE 50 mg Tablet;20100330
ASPEN EFAVIRENZ 600 mg (tablets);20100331
ASPEN EPIRUBICIN 10 mg;20100332
ASPEN EPIRUBICIN 50 mg;20100333
ASPEN ESCITALOPRAM;20100334
ASPEN GRANISETRON 1 mg (tablet);20100335
ASPEN GRANISETRON 2 mg (tablet);20100336
ASPEN LAMIVUDINE 10 mg/ML Solution;20100337
ASPEN LAMIVUDINE 150 mg Tablets;20100338
ASPEN LAMOTRIGINE 100 mg TABLETS;20100339
ASPEN LAMOTRIGINE 200 mg TABLETS;20100340
ASPEN LAMOTRIGINE 25 mg TABLETS;20100341
ASPEN LAMOTRIGINE 50 mg TABLETS;20100342
ASPEN LEVOFLOXACIN 250 mg;20100343
ASPEN LEVOFLOXACIN 500 mg;20100344
ASPEN MIRTAZAPINE 15 mg (Film-coated tablet);20100345
ASPEN MIRTAZAPINE 30 mg (Film-coated tablet);20100346
ASPEN MIRTAZAPINE 45 mg (Film-coated tablet);20100347
ASPEN MOMETASONE CREAM;20100348
ASPEN NEVIRAPINE;20100349
ASPEN NEVIRAPINE SUSPENSION;20100350
ASPEN ONDANSETRON 4 MG/2 ML;20100351
ASPEN ONDANSETRON 8 MG/4 ML;20100352
ASPEN SERTRALINE 100 MG (TABLET);20100353
ASPEN SERTRALINE 50 MG (TABLET);20100354
ASPEN SIMVASTATIN 10 MG (TABLET);20100355
ASPEN SIMVASTATIN 20 MG (TABLET);20100356
ASPEN SIMVASTATIN 40 MG (TABLET);20100357
ASPEN STAVUDINE;20100358
ASPEN ZIDOVUDINE 100 MG (CAPSULE);20100359
ASPEN ZIDOVUDINE 250 MG (CAPSULE);20100360
ASPEN ZIDOVUDINE SYRUP;20100361
ASPEN-LANSOPRAZOLE 15 (Capsules);20100362
ASPEN-LANSOPRAZOLE 15 [S2];20100363
ASPEN-LANSOPRAZOLE 30 (Capsules);20100364
ASPIRIN SOLUBLE 300 mg TABLETS - LENNON;20100365
ASPIRIN TABLETS - LENNON;20100366
ASTHAVENT Metered Dose Inhaler;20100367
ASTHAVENT Syrup;20100368
ATENOBLOK 100 TABLETS;20100369
ATENOBLOK 50 TABLETS;20100370
ATERAX 100 mg TABLETS;20100371
ATERAX 25 mg TABLETS;20100372
ATERAX PARENTERAL SOLUTION;20100373
ATERAX SYRUP;20100374
ATIVAN® 0,5 mg TABLETS;20100375
ATIVAN® 1 mg SUBLINGUAL TABLETS;20100376
ATIVAN® 1 mg TABLETS;20100377
ATIVAN® 2 mg SUBLINGUAL TABLETS;20100378
ATIVAN® 2,5 mg TABLETS;20100379
ATIVAN® INJECTION;20100380
ATROPINE EYE DROPS;20100381
AUFBAUKALK I POWDER;20100382
AUFBAUKALK II POWDER;20100383
AUGMAXCIL 375;20100384
AUGMAXCIL 625;20100385
AUGMAXCIL INJECTION (Injection);20100386
AUGMAXCIL S (Powder for Suspension);20100387
AUGMAXCIL SF (Powder for Suspension Forte);20100388
AUGMENTIN IV 0,6 (Vials);20100389
AUGMENTIN IV 1,2 (Vials);20100390
AUGMENTIN S (Powder for Suspension);20100391
AUGMENTIN SF (Powder for Suspension Forte);20100392
AUGMENTIN® TABLETS;20100393
AURALYT® (EAR DROPS);20100394
AURONE* EAR DROPS;20100395
AURONE® FORTE EAR DROPS;20100396
AUTRIN* Capsules;20100397
AVELON IV Solution for Infusion;20100398
AVELON Tablets;20100399
AVENA SATIVA COMP. DROPS;20100400
AVOMINE® TABLETS;20100401
AZACTAM 1g INJECTION;20100402
AZAMUN 50 MG Tablets;20100403
AZAPRESS® TABLETS;20100404
AZOMID TABLETS;20100405
AZOPTIC™ Eye Drops;20100406
AZOR-0,25 Tablets;20100407
AZOR-0,5 Tablets;20100408
AZOR-1,0 Tablets;20100409
BABY'S OWN COUGH SYRUP;20100410
BABY'S OWN TUMMY TABLETS;20100411
BABYDERM Ointment;20100412
BACTIGRAS* Tulle gras dressing;20100413
BACTRAZINE* CREAM;20100414
BACTROBAN NASAL (ointment);20100415
BACTROBAN TOPICAL (ointment);20100416
BALSEM SULPHURIS (Drops) - DM;20100417
BALSEM VITA GEEL (Solution);20100418
BALSEM VITA ROOI (Solution);20100419
BALSEM VITA WIT (Solution);20100420
BALSEM-KOPIVA (Drops);20100421
BAN PAIN SYRUP;20100422
BAN PAIN TABLETS;20100423
BARATOL® 25 mg tablets;20100424
BARATOL® 50 mg tablets;20100425
BAUSCH & LOMB Conditioning Solution;20102904
BAUSCH & LOMB DAILY CLEANER (Solution);20102905
BAUSCH & LOMB FizziClean® Cleaning Tablets;20102906
BAUSCH & LOMB LENS LUBRICANT (Solution);20102907
BAUSCH & LOMB Multi-Purpose Solution;20102908
BAUSCH & LOMB PRESERVED SALINE SOLUTION;20102909
BAYCOL 0,1 Tablet;20100432
BAYCOL 0,2 Tablet;20100433
BAYCOL 0,3 Tablet;20100434
BAYER ASPIRIN CARDIO 100;20100435
BAYER ASPIRIN PLUS C;20100436
BAYER ASPIRIN Tablets;20100437
BE-TABS ASCORBIC ACID TABLETS;20100438
BE-TABS FOLIC ACID 5 mg TABLETS;20100439
BE-TABS NICOTINIC ACID 100 mg TABLETS;20100440
BE-TABS PREDNISONE 5 mg TABLETS;20100441
BE-TABS PYRIDOXINE HYDROCHLORIDE;20100442
BECEZE 100 INHALER;20100443
BECEZE 250 INHALER;20100444
BECEZE 50 INHALER;20100445
BECLATE 100 metered dose inhaler;20100446
BECLATE 200 metered dose inhaler;20100447
BECLATE 50 metered dose inhaler;20100448
BECLATE AQUANASE;20100449
BECLATE CREAM;20100450
BECOF SYRUP;20100451
BEDORAL 30  (INJECTION);20100452
BEECHAM ATROPINE SULPHATE INJECTION 0,5 mg/mL;20100453
BEECHAM CHLORAMPHENICOL Capsules;20100454
BEECHAM GENTAMICIN Ampoules 80 mg/2 mL (injection);20100455
BEESIX® TABLETS;20100456
BEESPAN;20100457
BEHOEDMIDDEL VIR KINDERS (Suspension);20100458
BELEX 250 (tablet);20102954
BELEX 500 (capsule);20102955
BEMINAL* 500 Tablets;20100459
BENCOLE Suspension;20100460
BENOXYL 5 LOTION (Topical lotion);20100461
BENZHEXOL TABLETS;20100462
BENZOPIN 2 mg Tablets;20100463
BENZOPIN 5 mg Tablets;20100464
BENZYL PENICILLIN 3,0 g (5 Mu) INTRAMED Powder for Injection;20100465
BENZYL PENICILLIN 600 mg (1 Mu) INTRAMED Powder for Injection;20100466
BERBERIS/CANTHARIS COMP. DROPS;20100467
BERBERIS/PRUNUS SOL LOTION;20100468
BESEMAX* (tablets);20100469
BESENOL NC  (tablets);20100470
BETADINE* ANTISEPTIC OINTMENT;20100471
BETADINE* ANTISEPTIC SOLUTION;20100472
BETADINE* DOUCHE;20100473
BETADINE* FIRST AID CREAM;20100474
BETADINE* MEDICATED SHAMPOO;20100475
BETADINE* ORAL ANTISEPTIC;20100476
BETADINE* SURGICAL SCRUB;20100477
BETADINE* VAGINAL GEL;20100478
BETADINE®ANTISEPTIC CREAM 5%;20100479
BETAFERON;20100480
BETAGAN 0,5% Liquifilm Sterile Ophthalmic Solution;20100481
BETAGESIC Tablets;20100482
BETANOID 4 mg/mL Injection;20100483
BETANOID SYRUP;20100484
BETAPERAMIDE TABLETS;20100485
BETAPYN Tablets;20100486
BETASLEEP;20100487
BETNESOL® Eye, Ear and Nose Drops;20100488
BETNESOL®-N Eye, Ear and Nose Drops;20100489
BETOPTIC® Ophthalmic Solution;20100490
BETOPTIC® S  0,25% Ophthalmic Suspension;20100491
BETOPTIC® S Single Dose  Ophthalmic suspension;20100492
BEVISPAS TABLETS;20100493
BEZACHOLE SR (Film-coated Tablets);20100494
BICALOX 50 MG (film coated tablets);20100495
BICILLIN® L-A 1,2 Injection;20100496
BICILLIN® L-A 2,4 Injection;20100497
BIGSENS 1000 (film coated tablets);20100498
BIGSENS 500 (film coated tablets);20100499
BIGSENS 850 (film coated tablets);20100500
BILTRICIDE®;20100501
BIO-AMIODARONE (Tablets);20100502
BIOCIP 250 Tablets;20100503
BIOCIP 500 Tablets;20100504
BIOCIP 750 Tablets;20100505
BIOCORT (CREAM);20100506
BIOPLASMA FDP lyophilised powder for IV infusion;20100507
BIOPLUS* EFFERVESCENT TABLETS;20100508
BIPHASIL* tablets;20100509
BIRCH ELIXIR;20100510
BISODOL® POWDER;20100511
BISODOL® TABLETS;20100512
BISOHEXAL™ 10 mg film-coated tablets;20100513
BISOHEXAL™ 5 mg film-coated tablets;20100514
BLENOXANE Injection;20100515
BLISTEX LIP OINTMENT;20100516
BOLUS EUCALYPTI COMP. POWDER;20100517
BOOMSLANG (TREE SNAKE) SNAKEBITE ANTISERUM;20100518
BORSDRUPPELS;20100519
BORSTOL COUGH REMEDY (Emulsion);20100520
BORSTOL LINCTUS - Orange Flavour (Emulsion);20100521
BORSTOL LINCTUS-Peppermint Flavour (Emulsion);20100522
BORSTOL®COLD AND FLU POWDERS WITH VITAMIN C;20100523
BOTOX® (Vacuum-dried injection);20103012
BOTOX® Vacuum-dried Injection;20100524
BRASIVOL COARSE  3;20100525
BRASIVOL FINE  1;20100526
BRASIVOL MEDIUM  2;20100527
BRAZEPAM-3 and BRAZEPAM-6 TABLETS;20100528
BREVINAZE INJECTION 10 mg/mL;20100529
BREVINAZE INJECTION 100 mg/mL;20100530
BREVINAZE INJECTION 50 mg/mL;20100531
BREXECAM TABLETS;20100532
BRISCOCOUGH SOLUTION;20100533
BRISCOPYN TABLETS;20100534
BRO-N-PAIN TABLETS;20100535
BROLENE Eye Drops;20100536
BROLENE Eye Ointment [Discontinued];20100537
BROMAZE 3 TABLETS;20100538
BROMAZE 6 TABLETS;20100539
BRONCHETTE® CAPSULES;20100540
BRONCHETTE® SYRUP;20100541
BRONCHOPED;20100542
BRONCLEER CHILDREN'S COUGH SYRUP;20100543
BRONCLEER WITH CODEINE COUGH SYRUP;20100544
BRONKESE COMPOUND LINCTUS;20100545
BRONKESE® 4 TABLETS;20100546
BRONKESE® 8 TABLETS;20100547
BRONKESE® SOLUTION;20100548
BROOKLAX® CHOCOLATE LAXATIVE.;20100549
BROOKLAX® PILLS;20100550
BRUFEN 200        :        Tablets;20100551
BRUFEN 400        :        Tablets;20100552
BRUFEN 600        :        Tablets;20100553
BRUFEN PAEDIATRIC SUSPENSION  :  Liquid for oral administration;20100554
BRUFEN RETARD:  Tablets;20100555
BRUINDULSIES (Solution);20100556
BRUNACOD syrup;20100557
BRUNAZINE ELIXER;20100558
BSP DICLOFENAC SODIUM 75 mg Ampoules.;20100559
BSP NIFEDIPINE 10 mg CAPSULES;20100560
BSS® (Balanced Salt Solution);20100561
BUDEFLAM AQUANASE;20100562
BURINEX® 1 mg Tablets;20100563
BURINEX® 2 mg 0,5 mg/mL 4 mL Injection;20100564
BURINEX® K;20100565
BUSPAR 10 mg TABLETS;20100566
BUTOBLOC 400 mg (tablet);20100567
BiCNU injection;20100568
BioLone Sterile solution for injection;20100569
C-MOX 125S (suspension);20100570
C-MOX 250 (capsules);20100571
C-MOX 250S (suspension);20100572
C-MOX 500 (capsules);20100573
CALCICARD SR 240;20100574
CALCIFEROL OILY SOLUTION - LENNON;20100575
CALCIPARINE;20100576
CALCIUM GLUCONATE INJECTION INTRAMED;20100577
CALENDULA 10% OINTMENT;20100578
CALENDULA LOTION;20100579
CALMPOSE Injection;20100580
CALOPLAST (Kaolin Poultice);20100581
CALSUBA® Calcium Tablets;20100582
CANDIZOLE V CREAM;20100583
CANDIZOLE® TOPICAL CREAM;20100584
CANESTEN® Cream;20100585
CANESTEN® DUOPAK;20100586
CANESTEN® Solution;20100587
CANESTEN® Solution,  Topical Cream;20100588
CANESTEN® Vaginal Cream;20100589
